"DOMAIN","TITLE","",""
"IMAGE","The step pyramid of Brihadeeswarar Temple in Tamil Nadu is an engineering marvel.","",""
"IMAGE","Desert architecture utilizes passive cooling techniques and materials suited to arid environments.","",""
"IMAGE","A bustling marketplace buzzes with activity, vendors selling fresh produce and colorful goods.","",""
"INFO","How did the Haitian Revolution shape the history of the Caribbean?","",""
"MATHS","Determine if a linear transformation is onto (surjective).","",""
"INFO","How do I improve my study habits?","",""
"INFO","What are some popular dishes from the cuisine of New Orleans?","",""
"IMAGE","A cozy mountain lodge nestled in the shadow of towering peaks.","",""
"INFO","What impact did the invention of the steamboat have on commerce?","",""
"MATHS","total number of","",""
"MATHS","−","",""
"MATHS","Variance","",""
"IMAGE","A wise tortoise basks in the sun, its ancient eyes gazing out over the landscape with a sense of calm.","",""
"INFO","What is the role of grammar in language","",""
"INFO","How did the Industrial Revolution impact urbanization and labor practices?","",""
"INFO","How are educational institutions adapting to online learning?","",""
"MATHS","Determine the number of solutions for a system of linear equations","",""
"IMAGE","Children playing soccer in the backyard.","",""
"IMAGE","A teacher standing at the front of the class, writing equations on the board.","",""
"INFO","Key strategies for a successful startup","",""
"IMAGE","A stack of fluffy waffles topped with whipped cream, strawberries, and chocolate sauce.","",""
"INFO","How to crochet a dishcloth?","",""
"INFO","What are some underdog stories or comeback victories in sports?","",""
"INFO","Create an agenda for a meeting about","",""
"INFO","How can I re-engage inactive subscribers on my email list","",""
"INFO","How do I teach students about responsible digital citizenship?","",""
"MATHS","Define a probability experiment ","",""
"INFO","What are the best resources for teaching drama?","",""
"MATHS","÷","",""
"INFO","What was the impact of the Bhakti and Sufi movements on Indian society and culture?","",""
"INFO","Who invented the first practical camera?","",""
"MATHS","Fourier domain analysis","",""
"IMAGE","A mischievous monkey swinging from vine to vine in the jungle.","",""
"IMAGE","A serene forest glade with a babbling brook and chirping birds.","",""
"INFO","Can you explain the differences between Northern and Southern Italian cuisine?","",""
"MATHS","represent a system of linear equations using matrices","",""
"IMAGE","Beekeeper trains bees to create honey in various colors","",""
"INFO","How did the D-Day invasion shape the outcome of World War II?","",""
"INFO","What is the future of 5G technology?","",""
"INFO","What caused the Salem Witch Trials in colonial Massachusetts?","",""
"IMAGE","A dense fog shrouds a misty forest.","",""
"INFO","How much money do I need to survive a day in","",""
"INFO","Which art exhibits or museum installations are getting rave reviews?","",""
"IMAGE","Whispers of wisdom in the silence of contemplation.","",""
"MATHS","∥","",""
"INFO","What are the differences between asteroids, cosmets, and meteoroids","",""
"INFO","What are the best travel destinations for families with kids?","",""
"IMAGE","A dense forest is alive with the sounds of wildlife.","",""
"INFO","What is the age of Amit Shah?","",""
"INFO","What is the SI unit of electric resistance?","",""
"INFO","How do airplanes stay in the sky","",""
"IMAGE","A picturesque vineyard with rows of grapevines stretching into the distance.","",""
"INFO","Difference between single-player and multi-player games","",""
"MATHS","Runge-Kutta","",""
"IMAGE","Handloom cotton kurtas paired with stylish palazzos.","",""
"MATHS","E(X) ","",""
"IMAGE","Fragments of identity scattered in the winds of change.","",""
"INFO","How do linguists classify languages","",""
"INFO","Who were the Mughals, and what contributions did they make to Indian culture?","",""
"IMAGE","A tranquil garden with a trickling stream and blooming cherry blossoms.","",""
"INFO","Major themes in the movie","",""
"MATHS","Find the derivative of 𝑓(𝑥)=𝑥3+22−5𝑥+7","",""
"IMAGE","A peaceful glen with moss-covered rocks and babbling brooks.","",""
"INFO","What is the main function of the lymphatic system?","",""
"MATHS","Determine whether the quadrilateral with vertices (0,0), (3,0), (3,4), and (0,4) is a square.","",""
"MATHS","Define a cycle graph.","",""
"MATHS","What is the shortest path between two vertices in a graph?","",""
"INFO","What are some fashion faux pas to steer clear of","",""
"INFO","How are international agreements addressing climate change?","",""
"INFO","What are the festivities of Kumbh Mela, and how is it celebrated?","",""
"INFO","What are the latest fashion trends among celebrities?","",""
"MATHS","Fourier coefficients","",""
"IMAGE","A panoramic view of a city skyline from a rooftop.","",""
"IMAGE","A field of sunflowers basks in the golden light of sunset.","",""
"INFO","How do I incorporate service learning into my curriculum?","",""
"INFO","How do you add a new slide in PowerPoint","",""
"IMAGE","Fragile beauty of fleeting moments.","",""
"INFO","What is the process by which organisms evolve over time called?","",""
"INFO","How does data science work","",""
"INFO","What are some easy slow cooker recipes?","",""
"INFO","What are the benefits of a STEM education?","",""
"IMAGE","A family picking apples at an orchard in the fall.","",""
"INFO","What is the main function of the respiratory system?","",""
"MATHS","Energy spectral density","",""
"MATHS","Explain the concept of a cycle basis.","",""
"IMAGE","A student exploring different college majors before making a decision.","",""
"MATHS","Is 1944 divisible by 2, 3, 4, 6, and 9?","",""
"INFO","What is augmented reality","",""
"INFO","Suggest some chrome exensions for students designed to improve productivity while studying","",""
"INFO","Who is Raghuram Rajan?","",""
"IMAGE","A mysterious cave filled with glittering crystals.","",""
"INFO","What are some traditional dishes served during a Chinese New Year celebration?","",""
"MATHS","Calculate the absolute sum of ","",""
"IMAGE","A tropical paradise with palm trees and crystal-clear waters.","",""
"MATHS","Define reflection in terms of transformations.","",""
"IMAGE","A majestic eagle soars high above snow-capped peaks.","",""
"MATHS","Determine if a given linear transformation is self-adjoint.","",""
"IMAGE","A family going on a bike ride along a scenic trail.","",""
"INFO","What are the benefits of yoga?","",""
"INFO","What were the major achievements of Indian astronomers and mathematicians during the medieval period?","",""
"MATHS","What is the mode of the numbers 2, 3, 3, 5, 7, 7, 7?","",""
"MATHS","What is the sum of","",""
"MATHS","Find the median of the following set of numbers: 2, 4, 6, 8, 10.","",""
"INFO","What are some common mistakes to avoid when learning to draw","",""
"MATHS","Define the concept of a partition of a set.","",""
"MATHS","Solve for x: 2x + 3 = 9","",""
"IMAGE","Teenager wins national poetry competition with poem written in Morse code","",""
"MATHS","Explain the concept of graph connectivity algorithms.","",""
"IMAGE","A decadent chocolate lava cake oozing with molten chocolate and topped with a scoop of vanilla ice cream.","",""
"INFO","What groundbreaking theory did Albert Einstein propose in 1905?","",""
"IMAGE","A mother whale swimming alongside her calf in the ocean.","",""
"MATHS","find the value of","",""
"IMAGE","Symphony of silence in the stillness of the night.","",""
"MATHS","angle","",""
"MATHS","Find the dimensions of the rectangle of maximum area that can be inscribed in a circle of radius 10 cm.","",""
"INFO","Explain the significance of Chaitra Navratri and the customs followed during the festival.","",""
"MATHS","Prove by contradiction that there are infinitely many prime numbers.","",""
"INFO","What are the effects of trade tariffs on global markets?","",""
"MATHS","Find the area of the largest rectangle that can be inscribed in a semicircle with radius 10 units.","",""
"MATHS","If a box contains 6 different colored balls, how many different pairs of balls can be selected?","",""
"IMAGE","A lush, green meadow dotted with grazing deer.","",""
"INFO","Who is Yediyurappa?","",""
"INFO","Write the body copy for a promotional email with the subject line","",""
"MATHS","Add 0.25 and 0.75.","",""
"MATHS","Determine the surface area of a cylinder with radius 4 cm and height 6 cm.","",""
"MATHS","inverse of a matrix.","",""
"INFO","Can you describe some of the most notable space missions conducted by space agencies","",""
"IMAGE","Adaptive reuse architecture transforms existing buildings for new purposes, preserving their architectural heritage.","",""
"INFO","What are the best budget-friendly VR headsets?","",""
"MATHS","Express 25% as a decimal.","",""
"INFO","What is the chemical symbol for","",""
"MATHS","Find the value of 'x' in the geometric sequence: 2, x, 8, 16, ...","",""
"IMAGE","A virtual reality game with deadly consequences.","",""
"INFO","What are the prospects for peace in [conflict zone]?","",""
"IMAGE","A sleek shark patrols the ocean depths, its sharp teeth gleaming in the darkness.","",""
"IMAGE","A bustling city street with colorful storefronts and bustling crowds.","",""
"INFO","What are the most underrated travel destinations?","",""
"MATHS","Subtract  3/4 from 2.25.","",""
"MATHS","Determine if a given linear transformation has a unique eigenvalue.","",""
"IMAGE","A rugged coastline is carved by crashing waves.","",""
"IMAGE","Rolling hillsides are dotted with grazing sheep.","",""
